Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
Q5T9A4	Q5T9A4;Q5T9A4-3	ATD3B_HUMAN	ATAD3B	ATPase family AAA domain-containing protein 3B	6469.84	5962.16	8866.13	9237.48	10000.7	10533.2	8086.13	8850.27	8503.61	6067.1	8185.73	6809.18	10908.4	7980.96	9822.1	11608.3	10542.1	11774.4	10139	10540.2	10772.2	7378.38	10469.1	13923.9	4087.96	5515.97	5694.26	5784.91	5615.68	5373.97	5846	4455.28	5121.55	7539.34	6213.74	5960.65	6671.56	5555.75	5613.92	6127.77	6020.61	6693.22	6583.33	4918.76	5850.21	4892.15	6408.57	5310.4	6726.14	7159.03	7955.86	7693.42	6731.54	6462.33	6406.95	6854.97	7745.92	6332.94	7213.86	6283.14	6622.17	5324.5	8042.08	7305.04	7470.09	7435.96	6857.56	6649.95	7229.94	6936.45	7927.69	6764.14	4811.02	6540.59	6046.88	6706	7773.39	5469.23	6557.2	7318.55	7726.56	6752.07	5517.09	6910.54	6146.56	6950.37	6265.15	5959.73	6731.11	7622.07	6722.61	7033.12	5761.53	8048.67	5652.97	5584.79
Q5T9A4;Q9NVI7-2	Q5T9A4;Q9NVI7;Q9NVI7-2	ATD3A_HUMAN;ATD3B_HUMAN	ATAD3A;ATAD3B	ATPase family AAA domain-containing protein 3B	21561	17643.3	36637.3	15973.4	22839.7	35755.7	19841.5	33553.4	31433.5	19194.8	36284.7	27562.2	38546.9	34669.8	39717.2	39071.8	39390.4	44844.4	40262.8	38716.6	42205.3	32858	40037.2	49511.5	15654.8	23877.1	23962	25278.7	22775.7	26571.9	26824	22234.7	22453.9	27442.4	26156.2	22466.1	28482	27175.7	23151.2	23781.2	25220.5	25087	23939.5	24262.5	26278.4	23440	28230.3	23140.3	23449.6	27341.8	33755.8	28785.5	29519.7	27602.5	24114.8	28355.5	27627.3	22539.6	27757.4	24160.1	28838.5	28203.7	32669	28397.4	29533.4	34615.1	27423.1	27262.6	28051.8	29111.9	27775.4	23700.1	22293.4	25372.1	25979.6	26529.4	31802.2	22609.6	29461.5	30417.1	31160.4	26381.7	25404.6	22923.6	21750.9	24824.1	23799.2	24346.7	25153.7	27706.8	25944.5	26396.4	28323.5	24459.4	21281.9	19439.9
Q5TA45;Q5TA45-2;Q5TA45-3;Q5TA45-5	Q5TA45;Q5TA45-2;Q5TA45-3;Q5TA45-4;Q5TA45-5	INT11_HUMAN	INTS11	Integrator complex subunit 11	9162.83	7144.64	7987.32	6766.67	5917.06	10526		10600.2	9219.01	6884.95	8626.1	8042.49	12131.9	10746.8	10207.5	12320	11347.9	12162.5	11137.5	10778.5	11390.7	8659.04	12035.5	11057.7	5825.23	7015.94	7726.83	7928.54	7580.5	7164.37	7947.99	6878.47	7198.46	8262.6	6558.82	6947.3	7516.43	8170.56	7617.93	7525.74	8085.15	7950.31	8329.94	7628.5	7985.9	5878.57	8163.13	6385.14	6881.92	7192.43	8520.51	6960.49	7305.66	7321.43	7503.99	8070.64	7262.37	6922.85	6935.25	6012.69	7504.97	7604.09	9733.37	6937.48	7721.21	8272.56	7490.44	7097.16	8008.05	7635.27	8508.37	7543.53	5911.61	6709.57	7777.01	6826.42	9404.46	6552.2	8252.47	7862.11	8538.48	7015.73	7780.64	6395.59	6112.55	7122.71	7082.86	6926.09	6694.33	8433.31	7590.55	7478.55	8624.23	6433.65	6343.47	5819.36
Q5TAQ9	Q5TAQ9	DCAF8_HUMAN	DCAF8	DDB1- and CUL4-associated factor 8	1498.01	1765.01	1513.01								1117.01			1111.01	1306.01	973.007	1891.01	1613.01	1168.01	1294.01	1441.01	1663.01		1270.01		1179.01		1107.01		718.005	1442.01	1124.01	448.003	1297.01		1479.01	1073.01				731.005				928.006		1228.01	1119.01																																				382.003												
Q5TAX3	Q5TAX3;Q5TAX3-2	TUT4_HUMAN	TUT4	Terminal uridylyltransferase 4	4111.21	5032.35	4254.02	3781.55	2449.51	5630.71	4065.11	3503.1	3503	3702.43	4137.42	5067.68	5273.61	3414.86	4380.07	4553.19	4917.03	5316.98	4739.1	4068.94	5345.76	2887.45	3707.69	6337.83	3321.72	3502.72	3128.43	2841.85	2796.64	3700.7	3602.62	3054.55	3089.76	3538.91	3503.91	3378.87	3326.03	3194.38	3063.54	3116.77	2720.95	2718.95	3549.86	3173.2	3121.67	2649.85	3513.24	2639.09	3149.12	3457.11	3850.37	3255.57	3307.98	3829.47	3691.59	3329.09	3473.83	3352.04	3544.94	3834.42	4187.48	3028.95	4215.2	4114.91	3020.37	3596.12	3435.32	3912.14	3736.59	3358.75	3294.68	3554.1	3270.79	3008.62	2381.16	3706.1	3913.05	3235.4	3544.35	3437.06	3838.99	3794.72	3057.65	3381.15	3108.85	2980.77	3547.85	3137.18	3162.76	3104.56	3053.63	3688.45	2814.6	3528.09	2585.01	3315.95
Q5TBB1	Q5TBB1;Q5TBB1-2	RNH2B_HUMAN	RNASEH2B	Ribonuclease H2 subunit B	4413	4118.37	5104.78	3884.57	3836.67	4814.14	5082.39	5426.32	4973.63	4429.63	7198.34		4552.59	5080.56	5837.85	5159.53	5792.87	7015.29	5898.27	6348.23	6520.88	4241.39	5737.52	5092.14	3401.58	2339.03	3205.85	2881.76	3295.4	3448.21	4417.82	3409.96	2038.62	3881.47	2922.61	3067.6	3131.87	2734.68	4201.49	2987.95	3627.15	3588.42	3782.3	4062.95	4662.6	3071.22	4324.68	2963.14	2654.45	2463.26	2720.56	1721.96	2176.45	2113.71	1634.88		2288.69	1764.09		1694.82	2237.9	2633.64	2544.54	2011.62	2476.19	2369.05	2258.22	2463.45	2215.74	2040.25	1711.87		1829.72	2656.3	2034.24	2295.17	3174.44	2150.16	2432.78	2571.32	2984.95			2320.1			2268.38	1432.52	2335.81	1966.36	2724.64	2313.64	3025.91	1620.52	2414.31	2860.42
Q5TC82;Q5TC82-2;Q9HBD1;Q9HBD1-4	Q9HBD1;Q9HBD1-2;Q9HBD1-3;Q9HBD1-4;Q5TC82;Q5TC82-2	RC3H1_HUMAN;RC3H2_HUMAN	RC3H1;RC3H2	Roquin-1			1258.01			1789.02		1685.01	1543.02				2322.02	1961.02	2020.02	1616.01	2136.02	1792.02	1297.01	2654.03	1755.02	1551.02	1919.02	1800.02		1333.01	1130.01	1138.01			1215.01			1385.01	1086.01	916.009	1234.01	726.007	861.008			1056.01		1475.02	1273.01	1260.01					1600.01	1287.01	1071.01	878.008	910.008	1181.01		739.008	777.007							1408.01			575.006			735.007		973.01	1311.01	901.009	1237.01		771.007		879.008	639.007	663.006						923.008				832.009			
Q5TDH0;Q5TDH0-3	Q5TDH0;Q5TDH0-2;Q5TDH0-3	DDI2_HUMAN	DDI2	Protein DDI1 homolog 2	13069.5	10968.5	13938.3	11913	15533.8	16194.4	14798.4	14983.1	14006.3	15263.9	18075.3	16156.6	16142.5	14628.9	15719	18204.6	17964.9	17896	16756.4	16552	16828.8	15166.3	18146.3	17257.5	8567.1	9513.36	9945.76	11089.1	9273.15	11480.5	10678.4	9196.97	10011.2	11665	9911.36	8620.58	11960.4	13162.4	10052.1	10412.3	10580	12023.5	11088.5	11316.8	11432.3	10301.8	11687.7	8008.84	8470.54	9810.59	13807.2	10649.8	11869	10489.2	8552.48	11343.1	11389.4	9187.66	9874.6	9402.2	10277.8	9782.52	13106.2	11339.7	10799.5	11588.3	9227.27	10171.5	10724.8	11498.2	9890.09	9610.29	8582.78	9515.78	11554.5	10122	13418.4	9063.15	10715.8	11506.1	11786.8	11025.9	9644.08	10069.4	8784.91	9806.74	10183.3	10608	9957.74	10028.8	9904.05	9992.51	9932.12	10156.2	7389.39	8477.74
Q5TEC6	Q5TEC6;Q16695;P84243;Q6NXT2;Q71DI3;P68431	H37_HUMAN	H3-7	Histone H3-7	51661.7	74411.7	55572.7	76936.2	78883.9	90488.8	94264	55389.7	42864.3	68652	159749	54430.9	70562.8	38079.2	98352.4	79102.2	83486.9	79177	77082.8	82127.6	70918.2	40710.2	66292.9	37798	22362	52302.8	32733.8	38095.2	20933.1	28545.2	29787.3	41971.2	21298.7	39001.9	23310.9	15668.5	38367.7	49024.6	45945.8	42287.7	40262.6	53011.3	35513.3	40333.4	31368.6	39276.7	56780.3	25121.7	41002	47030.2	12485.3	6621.76	15734.7	12221.3	9611.61	21348.8	19792.9	28814.6	14674.5	6923.97	9060.74	15699.9	31104.7	20732.9	32132.7	32138.6	18493.3	21169.9	29045.8	27174.4	24820.6	13303.5	8535.75	26446	48458.4	37963.8	51129.1	25859.5	35480.3	36170.3	46160.5	32566.5	23030.4	9685.82	9161.71	24138.6	34796.3	45134.2	53736.7	53254.2	42788.6	36644.5	45283.2	23910.2	17073.1	29611
Q5TEJ8;Q5TEJ8-3;Q5TEJ8-5;Q5TEJ8-6	Q5TEJ8;Q5TEJ8-3;Q5TEJ8-5;Q5TEJ8-6	THMS2_HUMAN	THEMIS2	Protein THEMIS2		1882.02	1684.01	1580.01	1705.02	2487.02	1494.01	895.008		1135.01	1038.01	2148.02	2086.02		1479.01			1509.01				1336.01																								598.005							1486.01																																						1073.01					
Q5TFE4	Q5TFE4;Q5TFE4-2	NT5D1_HUMAN	NT5DC1	5'-nucleotidase domain-containing protein 1	13707.5	12223.6	10313.7	9269.47	14467.7	15869	12428.3	14412.7	14005.5	10431.2	10291.8	8064.25	19382.6	15082.5	19150.2	19622.1	17558.6	20934.4	16235.8	15793.3	18117.6	14091.9	14012	9888.3	8584.52	10202.6	8457.12	9310.98	10017.5	10227	11418.5	9914.21	9948.9	9789.12	6574.08	5168.49	10482.3	10314.7	10707.9	9953.73	10357.4	11337.5	10826.4	9204.16	9797.46	9637.29	10012.7	4680.02	9729.78	10424.9	11754.8	8907.69	11027.2	10149.8	9283.5	11537.3	10025.7	8001.02	9807.36	6498.6	11937.2	8391.41	10276.8	11372.8	10122.4	11575.1	10067	10601.4	9905.69	12092	10427.9	6884.48	7451.43	9013.65	8687.77	8842.52	11764.9	9009.14	11060.9	9551.37	12205.9	10550.4	9890.08	6955.42	7059.64	8213.31	9992.43	8677.63	9825.82	10425.6	10592.4	9087.02	10312.9	9146.21	5910.34	7829.37
Q5TGY3	Q5TGY3	AHDC1_HUMAN	AHDC1	Transcription factor Gibbin	1800.41	1848.03	2397.73	1693.87		1762.57	1849	1050.03	1719.74	1897.99	906.502	3167.42	2128.94	2412.06	1917.01	1721.95	2054.84	1960.38		1389.06	1985.17	1636.8		1755.13			1023											1309.44			1353.67	1176.72	1099.31		1113.68	1044.01	992.955		860.336			934.15			1021.89		1212.11	946.004							1419.02	1028.21							921.251					843.835	1015.26	1187.78			606.057		1432.2			1337.08	1235.99		1782.78	1275.15				
Q5THJ4;Q5THJ4-2	Q5THJ4;Q5THJ4-2	VP13D_HUMAN	VPS13D	Intermembrane lipid transfer protein VPS13D			2332.86		2244.85		2421.13	2115.5	2491.5		2524.34	2257.61	1683.66	1909.46	3046.61	2360.16	2186.94	2307.84	2397.81	2059.33	1919.77	1297.82	2033.4	2969.25	1673.5	1185.09	1521.64	1529.9	1247.04	913.606	2023.98	1147.01	902.99	1371.26	1285.4	1264.69	1313.91	1178.56	945.043	1330.75	867.878			1204.54	1109.01		1237.25	1296.14	2123.64	1403.83	1480.44	1525.58	1283.17	1182.08	1411.85	1209.71	1449.93	1541.25	1393.32	1663.35	1311.54	1128.97	849.37	1380.2	1308.77	1761.59	1141.23	1281.68	1142.37	1012.46	1609.45	1256.94	1312.95	1220.84	1246.92	1266.06	997.329	1474.25	1241.45	1368.19	1507.91	1186.44	1383.07	1591.37	933.956	1208.64	1326.92	1454.37	1477.26	1213.12	1103.3	1361.2	1556.9	1161.44	1341.26	1295.55
Q5THK1;Q5THK1-4	Q5THK1;Q5THK1-2;Q5THK1-3;Q5THK1-4	PR14L_HUMAN	PRR14L	Protein PRR14L	1499.02		2007.02		870.009	1854.02		2418.03		2049.02		1323.02	2036.02		1751.02		1430.02	1766.02		1159.01	1526.02	1472.01	1377.01	1128.01	1271.01		1204.01	1374.02	1372.02	1243.01	1503.02	817.009	1051.01				1044.01	1197.01	1429.01	1181.01		1287.01	1529.02	1410.01	1568.02	875.01					1938.02	2099.02	1463.01	1509.02		1747.02	1275.01	2185.02	1488.01	1955.02		1705.02		1777.02	1751.02		1330.01	2530.03		1628.02	1879.02	1949.02	2141.02	1920.02	1596.01		1637.02	1243.01	2021.02	1123.01		1093.01	2024.02		1611.02	1280.01	1475.01					1305.01	1635.02	1431.01	1650.02	
Q5U3C3	Q5U3C3	TM164_HUMAN	TMEM164	Transmembrane protein 164	3869.03	3581.03	4802.04		4326.04	6270.06		7651.07	7234.05		9682.09	5363.04	6714.06	6531.05	7476.06	5922.05	5789.05	7019.06	6873.06	5742.05	6726.06	5535.05	8883.07	8099.07	5274.04	5494.05	4985.05	5326.04	6547.05	6232.05	5879.04	5002.04	5850.05	5381.05	5995.05	6531.05	7847.06	5790.05	4008.03	5000.04	4903.04	4551.04	5517.05	4576.04	7132.06	3976.03	5273.05	5961.05	6676.06	7623.06	6048.05	7023.06	5390.04	7039.05	6178.05	6256.05	5651.04	6705.05	6478.05	6841.05	8278.07	6288.05	7665.06	6631.06	6445.05	7505.06	5733.05	5776.05	6034.04	6577.05	6831.05	5575.05	5961.05	6432.06	5613.05	6078.05	7159.06	6129.05	6375.06	6548.06	6732.05	5522.05	6215.05	6517.06	6520.06	6682.06	7020.06	5864.05	7090.06	5584.04	7732.06	6522.06	6271.05	6345.06	5531.05	6742.05
Q5U5X0	Q5U5X0	LYRM7_HUMAN	LYRM7	Complex III assembly factor LYRM7	4147.27	3646.84	7013.03	6719.79	5508.53	7534.05	5456.55	7219.36	7143.82	4813.42	7425.49	5989.31	6320.25	5965.63	7551.79	7468.36	8215.01	6718.29	7221.01	8696.33	7843.41	7150.61	8295.16	5716.12	1893.83	2476.25	3194.96	3626.12	2436.67	3407.05	3621.9	2601.36	2589.51	3052.85	2716.69	2795.79	3865.7	3350.38	3394.82	3070.22	3328.67	3873.44	3049.87	3396.33	2902.31	3163.22	3340.12	1890.9			2606.74	1618.91		2304.26	2104.91	2508.54		1382.75		1430.63		2377.2	2795.79	3428.4	2413.64	2543.81		2276.45		2472.34		4148.03		2121.16	2813.68	1801	2918.06		2758.98	2443.02	4136.48	2058		1719.89					2521.35		1635.85	1784.38	2992.65	1463.86		
Q5UIP0;Q5UIP0-2	Q5UIP0;Q5UIP0-2	RIF1_HUMAN	RIF1	Telomere-associated protein RIF1	12564.1	10796.1	12026.7	11842.3	11077.9	16882.2	10920.8	12250.4	10888.8	10394.4	12544.8	16595.9	19411.7	14049.2	15492.9	16831.2	16542.3	19077.2	15974.7	15148.9	16606.9	12614.2	13527.4	21776.9	10553.2	11670.5	9468.46	10569.5	10152.7	12717.3	11483.7	11282.8	10051.1	11005.4	13119	12227.5	12085.4	9419.1	10513.7	10778.9	12010.4	11885.5	11956.9	9804.5	11645.1	7831.28	11710.8	11556.6	14216.9	13090.2	11822.9	13159.1	11844.5	12310.8	12206.4	12805.5	12972.5	12680.4	12263.4	12064.8	12497.3	12171.6	12754.4	12994.1	13845.7	13654.6	13305.8	12817	12409.9	11909.6	12021.1	11852	12226.1	11642.6	10989.2	12246.7	13032.4	11791.6	12064.4	13195.6	12129.1	12000.9	12671.3	10908.6	10752.1	11067.9	12628.2	11653.9	11597.7	12714.1	11682.9	12663.2	13341.7	12286.2	11355.8	11105.7
Q5VIR6	Q5VIR6;Q5VIR6-1;Q5VIR6-2;Q5VIR6-3	VPS53_HUMAN	VPS53	Vacuolar protein sorting-associated protein 53 homolog		3429.37	3403.98			4665.65	2237.51	6418.79	3011.25	2764.32	3306.88	3186.38	2900.06	2695.95	3640.62	3459.35	3062.67	2502.17	2923.58	2199.02	3056.98	1860.32	2059.31	2862.32	1823.42	1958.38	2649.38	1621.29		2298.56	1966.04	1481.51	1765.03	2178.53	2386.24	1593.7	2317.32	1977.53	1695.16	2187.15	1223.38	2205.33	1979.44	2489.48	2437.93	2068.93		1566.9		2333.59	2276.41	2624.26	1642.04	1970.06	1792.28	2477.17	1622.74	3795.34	2227.35	1951.68	1838.07	2483.87	3025.84	2004.01	2362.12	2592.52		2437.63	2647.49	1892.81	2798.75	2300.09		2403.47		2758.58	2401.59	2235.96	2592.55	3053.39		2301.05	2568.52		2213.95	2169.92	2669.56	1556.37	2167.12		2224.48	1445.34	2422.28	2381.45		1749
Q5VSL9;Q5VSL9-2	Q5VSL9;Q5VSL9-2;Q5VSL9-3	STRP1_HUMAN	STRIP1	Striatin-interacting protein 1	7088.13	5777.9	6987.54	6542.28	5344.76	7864.88	6349.22	6950.23	4996.59	3856.73	7449.72	7133.52	9543.88	6458.88	7076.38	7692.66	8546.45	8271.98	7026.37	6716.54	8665.16	6200.09	6708.04	6995.1	3655.86	4062.8	3577.97	3936.19	3108.35	4064.78	4094.14	3352.48	3617	3458.51	4538.24	4082.55	3783.66	3739.62	3524.37	3599.74	4237.56	4137.86	3566.21	3266.31	3712.48	2983.37	4429.4	3413.84	3675.11	4050.91	4697.98	3842.73	4834.47	3846.96	5103.62	3989.29	4500.34	3263.01	4240.51	3890.76	4431.32	4476.14	4787.15	3464.53	4730.86	4839.74	3721.45	4767.14	4709.31	4456.91	3719.59	3303.33	3440.82	3527.51	4233	3816.64	5168.55	3671.93	5286.25	3640.08	4377.69	5117.3	3661.37	4490.68	3509.99	2911.56	4160.45	4314.31	3382.4	3726.09	4883.47	4240.51	4482.35	3276.07		3423.68
Q5VSL9;Q5VSL9-2;Q9ULQ0;Q9ULQ0-2	Q9ULQ0;Q9ULQ0-2;Q5VSL9;Q5VSL9-2	STRP1_HUMAN;STRP2_HUMAN	STRIP1;STRIP2	Striatin-interacting protein 1			7181.41			3057.38	2206.04	3817.53	2293.62				4300.01	4223.08	4675.44	4415.92	4429.78	5038.57	4755.52	4236.41	5322.24	4038.02	2945.43	3955.3		2482.35	2759.31	2179.75	2578.18	2420.81	2922.41	2495.69		2092.56	2225.91	1911	1693.54	2081.28		2188.99	2205.4	1749.96	2302.84	1753.03		2363.82	2166.42				2767.52	2053.58		1447.35	1696.62		1235.04			1858.69				1534.55	2430.04	1978.7	2238.22	1476.08	1268.87	1377.6	1581.73	1899.72				1229.89	1664.82	1341.7				1709.95							2188.98							
Q5VSP4	P31025;Q5VSP4	LC1L1_HUMAN	LCN1P1	Putative lipocalin 1-like protein 1																							1939.01								611.005				1466.01					543.005															6418.04			2812.02		376.003										631.004		1118.01					905.006	1544.01														775.005	425.003			
